139,"10134.txt/10134.txt",101,"John Wesley, Jr. The Story of an Experiment",2003-11-01
140,"10135.txt/10135.txt",102,"The Great English Short-Story Writers, Volume 1",2003-11-01
141,"10136.txt/10136.txt",103,"The Book of Household Management",2003-11-01
142,"10138.txt/10138.txt",14,"The Atlantic Monthly, Volume 01, No. 02, December, 1857&#13; A Magazine of Literature, Art, and Politics",2003-11-01
143,"10139.txt/10139.txt",104,"The Faith of the Millions (2nd series)",2003-11-01
144,"1014.txt/1014.txt",105,"The Lure of the Dim Trails",1997-08-01
145,"10141.txt/10141.txt",106,"A Discourse on the Life, Character and Writings of Gulian Crommelin Verplanck&#13; Delivered before the New-York Historical Society, May 17th, 1870",2003-11-01
146,"10142/10142.txt",107,"Maezli A Story of the Swiss Valleys",2003-11-01
147,"10143/10143.txt",14,"Punch, or the London Charivari, Volume 153, July 11, 1917",2003-11-01
148,"10144/10144.txt",14,"Punchinello, Volume 2, No. 35, November 26, 1870",2003-11-01
149,"10145.txt/10145.txt",108,"Turkey: a Past and a Future",2003-11-01
150,"10146.txt/10146.txt",109,"Reminiscences of Pioneer Days in St. Paul&#13; A Collection of Articles Written for and Published in the Daily Pioneer Press",2003-11-01
151,"10147.txt/10147.txt",110,"America's War for Humanity",2003-11-01
152,"10148.txt/10148.txt",111,"The Merry Adventures of Robin Hood",2003-11-01
153,"10149.txt/10149.txt",112,"Home as Found&#13; Sequel to "Homeward Bound"",2003-11-01
154,"1015.txt/1015.txt",113,"The Oregon Trail: Sketches of Prairie and Rocky-Mountain Life",2006-04-27
155,"10150.txt/10150.txt",114,"Dracula's Guest",2003-11-01
156,"10151.txt/10151.txt",115,"The Great Events by Famous Historians, Volume 05&#13; (From Charlemagne to Frederick Barbarossa)",2003-11-01
157,"10159/10159.txt",116,"England and the War",2003-11-01
158,"1016.txt/1016.txt",117,"On the Improvement of the Understanding",1997-08-01
159,"10161/10161.txt",118,"English Poets of the Eighteenth Century",2003-11-01
160,"10162/10162.txt",119,"Dio's Rome, Volume 3&#13; An Historical Narrative Originally Composed in Greek During The Reigns of Septimius Severus, Geta and Caracalla, Macrinus, Elagabalus and Alexander Severus",2003-11-01
161,"10163/10163.txt",120,"Mohammedanism&#13; Lectures on Its Origin, Its Religious and Political Growth, and Its Present State",2003-11-01
162,"10164.txt/10164.txt",121,"The Black Creek Stopping-House, and Other Stories",2003-11-01
163,"10165.txt/10165.txt",122,"Across the Zodiac&#13; The Story of a Wrecked Record",2003-11-01
164,"10166.txt/10166.txt",123,"What Germany Thinks&#13; Or, The War as Germans see it",2003-11-01
165,"1019.txt/1019.txt",124,"Poems by Currer, Ellis, and Acton Bell",1997-08-01
166,"102.txt/102.txt",125,"The Tragedy of Pudd'nhead Wilson",2004-09-14
167,"1020.txt/1020.txt",126,"Sword Blades and Poppy Seed",1997-08-01
168,"10201.txt/10201.txt",127,"The Desert of Wheat",2003-11-01
169,"10202/10202.txt",128,"Maria Mitchell: Life, Letters, and Journals",2003-11-01
170,"1021.txt/1021.txt",129,"The Congo, and Other Poems",1997-08-01
171,"10210/10210.txt",130,"Wolves of the Sea&#13; Being a Tale of the Colonies from the Manuscript of One Geoffry Carlyle, Seaman, Narrating Certain Strange Adventures Which Befell Him Aboard the Pirate Craft "Namur"",2003-11-01
172,"10211/10211.txt",131,"At Whispering Pine Lodge",2003-11-01
173,"10212/10212.txt",132,"Peck's Bad Boy with the Circus",2003-11-01
174,"10213/10213.txt",133,"The Everlasting Whisper",2003-11-01
175,"10214/10214.txt",134,"Introduction to the Philosophy and Writings of Plato",2003-11-01
176,"10216/10216.txt",135,"Poems",2003-11-01
177,"10217/10217.txt",136,"The Land of Little Rain",2003-11-01
178,"10219/10219.txt",137,"The Poetical Works of William Wordsworth — Volume 1 (of 8)",2003-11-01
179,"10220.txt/10220.txt",138,"Daddy Takes Us Skating",2003-11-01
180,"10221.txt/10221.txt",121,"Purple Springs",2003-11-01
181,"10222/10222.txt",139,"The Pilgrims of New England A Tale of the Early American Settlers",2003-11-01
182,"10224.txt/10224.txt",140,"Kalitan, Our Little Alaskan Cousin",2003-11-01
183,"10225/10225.txt",141,"Their Crimes",2003-11-01
184,"10226/10226.txt",142,"Beautiful Joe: An Autobiography",2003-11-01
185,"1023.txt/1023.txt",143,"Bleak House",1997-08-01
186,"10234/10234.txt",144,"Old Creole Days: A Story of Creole Life",2003-11-01
187,"1024.txt/1024.txt",102,"The Wrecker",2006-02-11
188,"1025.txt/1025.txt",145,"Essays; Political, Economical, and Philosophical — Volume 1",1997-08-01
189,"10251.txt/10251.txt",88,"Town Geology",2003-11-01
190,"10266/10266.txt",146,"The Glands Regulating Personality&#13; A Study of the Glands of Internal Secretion in Relation to the Types of Human Nature",2003-11-01
191,"10267/10267.txt",147,"The Outdoor Chums; Or, The First Tour of the Rod, Gun and Camera Club",2003-11-01
192,"10268/10268.txt",148,"Patty at Home",2003-11-01
193,"1027.txt/1027.txt",127,"The Lone Star Ranger: A Romance of the Border",1997-08-01
194,"10274.txt/10274.txt",149,"Sermons on Evil-Speaking",2003-11-01
195,"1028.txt/1028.txt",150,"The Professor",1997-08-01
196,"1029.txt/1029.txt",151,"The Night-Born",1997-09-01
197,"10291/10291.txt",97,"In the Fourth Year: Anticipations of a World Peace",2003-11-01
198,"10292/10292.txt",14,"Punchinello, Volume 2, No. 36, December 3, 1870",2003-11-01
199,"10294/10294.txt",152,"Verse and Prose for Beginners in Reading Selected from English and American Literature",2003-11-01
200,"103.txt/103.txt",153,"Around the World in Eighty Days",1994-01-01
201,"10310.txt/10310.txt",154,"After Dinner Toast at Little Menlo",2003-11-01
202,"10314/10314.txt",155,"The Sonnets of Michael Angelo Buonarroti and Tommaso Campanella; Now for the First Time Translated into Rhymed English",2003-11-01
203,"10315.txt/10315.txt",156,"The Persian Literature, Comprising The Shah Nameh, The Rubaiyat, The Divan, and The Gulistan, Volume 1",2003-11-01
204,"10316.txt/10316.txt",157,"Roy Blakeley's Adventures in Camp",2003-11-01
205,"10317/10317.txt",158,"Betty Gordon at Boarding School; Or, The Treasure of Indian Chasm",2003-11-01
206,"10318.txt/10318.txt",159,"Damon and Delia: A Tale",2003-11-01
207,"10319/10319.txt",36,"Dave Darrin's Third Year at Annapolis; Or, Leaders of the Second Class Midshipmen",2003-11-01
208,"1032.txt/1032.txt",160,"The Pupil",1997-09-01
209,"10320/10320.txt",161,"Dotty Dimple at Play",2003-11-01
210,"10321/10321.txt",162,"Dragon's blood",2003-11-01
211,"10322/10322.txt",163,"Miss Prudence: A Story of Two Girls' Lives.",2003-11-01
212,"10323.txt/10323.txt",164,"The Rover Boys at College; Or, The Right Road and the Wrong",2003-11-01
213,"10324/10324.txt",51,"Bull Hunter",2003-11-01
214,"10325.txt/10325.txt",88,"The Gospel of the Pentateuch: A Set of Parish Sermons",2003-11-01
215,"10326.txt/10326.txt",88,"David: Five Sermons",2003-11-01
216,"10327/10327.txt",165,"Alias the Lone Wolf",2003-11-01
217,"10328/10328.txt",166,"Poems",2003-11-01
218,"10329/10329.txt",167,"Snubby Nose and Tippy Toes",2003-11-01
219,"1033.txt/1033.txt",168,"Rose o' the River",1997-09-01
220,"10330.txt/10330.txt",169,"Fruitfulness",2003-11-01
221,"10331/10331.txt",14,"The Mirror of Literature, Amusement, and Instruction&#13; Volume 12, No. 324, July 26, 1828",2003-11-01
222,"10332/10332.txt",14,"The Mirror of Literature, Amusement, and Instruction&#13; Volume 12, No. 325, August 2, 1828",2003-11-01
223,"10333.txt/10333.txt",170,"The European Anarchy",2003-11-01
224,"10335/10335.txt",168,"Children's Rights: A Book of Nursery Logic",2003-11-01
225,"10336.txt/10336.txt",171,"A Select Collection of Old English Plays, Volume 07",2003-11-01
226,"10337.txt/10337.txt",172,"Lady into Fox",2003-11-01
227,"10338/10338.txt",173,"With the Turks in Palestine",2003-11-01
228,"1034.txt/1034.txt",174,"Poems",1997-09-01
229,"10340/10340.txt",175,"Dab Kinzer: A Story of a Growing Boy",2003-11-01
230,"10341/10341.txt",176,"The Great Events by Famous Historians, Volume 21 The Recent Days (1910-1914)",2003-11-01
231,"10342/10342.txt",99,"The Velvet Glove",2003-11-01
232,"10343.txt/10343.txt",177,"The Works of Charles and Mary Lamb — Volume 2&#13; Elia and The Last Essays of Elia",2003-11-01
233,"10345.txt/10345.txt",178,"Domestic Manners of the Americans",2003-11-01
234,"10348.txt/10348.txt",179,"Go to Sea Once More",2004-01-01
