3652,Elizabeth,"{""type"":""Point"",""coordinates"":[138.67707,-34.71944]}"
4459,Canterbury,"{""type"":""Point"",""coordinates"":[151.1,-33.9167]}"
4507,Canterbury,"{""type"":""Point"",""coordinates"":[145.08476,-37.8247]}"
9012,Pembroke,"{""type"":""Point"",""coordinates"":[-77.11616,45.81681]}"
56786,Worcester,"{""type"":""Point"",""coordinates"":[-2.22001,52.18935]}"
56848,Winchester,"{""type"":""Point"",""coordinates"":[-1.3187,51.06513]}"
57238,Stone,"{""type"":""Point"",""coordinates"":[0.2647,51.45032]}"
57243,Stone,"{""type"":""Point"",""coordinates"":[-2.15409,52.9059]}"
57244,Stone,"{""type"":""Point"",""coordinates"":[-0.87032,51.80246]}"
57245,Stone,"{""type"":""Point"",""coordinates"":[0.76667,51]}"
57595,Reading,"{""type"":""Point"",""coordinates"":[-0.97113,51.45625]}"
57741,Pembroke,"{""type"":""Point"",""coordinates"":[-4.91286,51.67464]}"
58739,Grimsby,"{""type"":""Point"",""coordinates"":[-0.07553,53.56539]}"
59466,Canterbury,"{""type"":""Point"",""coordinates"":[1.07992,51.27904]}"
59802,Battle,"{""type"":""Point"",""coordinates"":[0.48417,50.91732]}"
88397,Pembroke,"{""type"":""Point"",""coordinates"":[14.47639,35.93056]}"
111388,Is,"{""type"":""Point"",""coordinates"":[59.7179,58.7909]}"
118259,Of,"{""type"":""Point"",""coordinates"":[40.26746,40.94458]}"
121877,Pembroke,"{""type"":""Point"",""coordinates"":[-81.62206,32.13603]}"
122108,Metropolis,"{""type"":""Point"",""coordinates"":[-88.732,37.15117]}"
122196,Winchester,"{""type"":""Point"",""coordinates"":[-90.45624,39.62977]}"
122533,Westmoreland,"{""type"":""Point"",""coordinates"":[-96.41361,39.39389]}"
122801,Winchester,"{""type"":""Point"",""coordinates"":[-84.17965,37.99008]}"
123635,New London,"{""type"":""Point"",""coordinates"":[-91.40098,39.58532]}"
123768,Winchester,"{""type"":""Point"",""coordinates"":[-90.5279,38.59033]}"
124282,Pembroke,"{""type"":""Point"",""coordinates"":[-79.19504,34.68016]}"
124792,Reading,"{""type"":""Point"",""coordinates"":[-84.44216,39.22367]}"
124851,Winchester,"{""type"":""Point"",""coordinates"":[-83.65075,38.94174]}"
125749,Westmoreland,"{""type"":""Point"",""coordinates"":[-86.24804,36.56199]}"
125757,Winchester,"{""type"":""Point"",""coordinates"":[-86.11221,35.18592]}"
126126,Italy,"{""type"":""Point"",""coordinates"":[-96.88472,32.18404]}"
126868,Pembroke,"{""type"":""Point"",""coordinates"":[-80.63895,37.31957]}"
126958,Winchester,"{""type"":""Point"",""coordinates"":[-78.16333,39.18566]}"
127010,Elizabeth,"{""type"":""Point"",""coordinates"":[-81.39512,39.06341]}"
127243,New London,"{""type"":""Point"",""coordinates"":[-72.09952,41.35565]}"
127427,George,"{""type"":""Point"",""coordinates"":[-96.00224,43.34386]}"
127512,New London,"{""type"":""Point"",""coordinates"":[-91.3996,40.92698]}"
128303,Winchester,"{""type"":""Point"",""coordinates"":[-84.98135,40.17199]}"
128557,Reading,"{""type"":""Point"",""coordinates"":[-71.09533,42.52565]}"
128565,Rutland,"{""type"":""Point"",""coordinates"":[-71.94813,42.36954]}"
128666,Winchester,"{""type"":""Point"",""coordinates"":[-71.137,42.45232]}"
128669,Worcester,"{""type"":""Point"",""coordinates"":[-71.80229,42.26259]}"
129245,Reading,"{""type"":""Point"",""coordinates"":[-84.74801,41.83949]}"
129583,New London,"{""type"":""Point"",""coordinates"":[-94.94418,45.30108]}"
129918,Canterbury,"{""type"":""Point"",""coordinates"":[-71.56535,43.33702]}"
130008,New London,"{""type"":""Point"",""coordinates"":[-71.98508,43.41396]}"
130023,Pembroke,"{""type"":""Point"",""coordinates"":[-71.45757,43.14675]}"
130065,Westmoreland,"{""type"":""Point"",""coordinates"":[-72.44231,42.96203]}"
130069,Winchester,"{""type"":""Point"",""coordinates"":[-72.38314,42.77342]}"
130147,Elizabeth,"{""type"":""Point"",""coordinates"":[-74.2107,40.66399]}"
130541,Castile,"{""type"":""Point"",""coordinates"":[-78.05445,42.62895]}"
131262,Worcester,"{""type"":""Point"",""coordinates"":[-74.75043,42.59146]}"
131519,New London,"{""type"":""Point"",""coordinates"":[-82.39989,41.08505]}"
131904,Elizabeth,"{""type"":""Point"",""coordinates"":[-79.88977,40.26924]}"
132311,Reading,"{""type"":""Point"",""coordinates"":[-75.92687,40.33565]}"
132676,Rutland,"{""type"":""Point"",""coordinates"":[-72.97261,43.61062]}"
132927,New London,"{""type"":""Point"",""coordinates"":[-88.73983,44.39276]}"
134236,Winchester,"{""type"":""Point"",""coordinates"":[-117.08447,33.70697]}"
134312,Elizabeth,"{""type"":""Point"",""coordinates"":[-104.59692,39.36027]}"
134633,Winchester,"{""type"":""Point"",""coordinates"":[-115.11889,36.12997]}"
138148,George,"{""type"":""Point"",""coordinates"":[22.46173,-33.963]}"
138231,Worcester,"{""type"":""Point"",""coordinates"":[19.44852,-33.64651]}"
1704,Cervantes,"{""type"":""Point"",""coordinates"":[-67.38333,-39.05]}"
3962,Milton,"{""type"":""Point"",""coordinates"":[150.4361,-35.31644]}"
4453,Milton,"{""type"":""Point"",""coordinates"":[153.00312,-27.47039]}"
5133,Waterloo,"{""type"":""Point"",""coordinates"":[4.4014,50.71255]}"
